id,roberta_neg,roberta_neu,roberta_pos,author,content,country,date_time,language,number_of_likes,number_of_shares
7.96396e+17,0.052023485,0.62020266,0.3277739,katyperry,Fight for what is RIGHT.,,09/11/2016 16:55,en,49083,24773
7.96265e+17,0.87736136,0.110937245,0.011701426,katyperry,Do not sit still. Do not weep. MOVE. We are not a nation that will let HATE lead us.,,09/11/2016 08:15,en,85100,45074
7.96265e+17,0.87736136,0.110937245,0.011701426,Twitter,"The results are in: @realDonaldTrump is the 45th President of the United States.

https://t.co/OzuxDAk0Wm",,09/11/2016 08:16,en,5787,3023
7.96264e+17,0.14780733,0.692234,0.15995869,katyperry,WE WILL NEVER BE SILENCED. #LOVETRUMPSHATE,,09/11/2016 08:13,en,44808,22630
7.96264e+17,0.14780733,0.692234,0.15995869,katyperry,POWER TO THE PEOPLE,,09/11/2016 08:10,en,31136,13120
7.96262e+17,0.021489022,0.35099283,0.6275181,katyperry,RISE UP,,09/11/2016 08:03,en,30837,14186
7.96227e+17,0.1260018,0.56736434,0.30663386,katyperry,THE REVOLUTION IS COMING.,,09/11/2016 05:46,en,55651,36070
7.96227e+17,0.1260018,0.56736434,0.30663386,katyperry,WE WILL NEVER BE SILENCED.  https://t.co/Co4CYBXg8j,,09/11/2016 05:43,en,39792,20914
7.96149e+17,0.022743765,0.15468219,0.8225741,katyperry,Gonna cry my false eye lashes off tonight. ❤️🙏🏼🇺🇸,,09/11/2016 00:33,en,40479,14352
7.96107e+17,0.0008997222,0.025298065,0.9738022,katyperry,Throw back to Oct 25th when I gave myself the best bday prezzy ever by voting for my girl… https://t.co/i68TG6Ixi1,,08/11/2016 21:47,en,9695,2329
7.96107e+17,0.0008997222,0.025298065,0.9738022,cnnbrk,Eric Trump may have broken law with ballot tweet.  https://t.co/3cEkwFgO3p,,08/11/2016 21:46,en,1323,895
7.96081e+17,0.0021285787,0.08192428,0.9159471,katyperry,HOPE YOU ARE ROARING YOUR WAY TO THE POLLS STILL! 👊🏼🦁🐯❤️🇺🇸: https://t.co/tNQit6ZIA6,,08/11/2016 20:04,en,11822,3381
7.96081e+17,0.0021285787,0.08192428,0.9159471,TheEllenShow,I think Chicago @Cubs @KrisBryant_23 and @D_Ross3 really liked the gifts I had for them. https://t.co/fVEA0A8OD0 https://t.co/sO4qUo7Ys1,,08/11/2016 20:02,en,3095,440
7.96056e+17,0.010080758,0.32215655,0.66776276,katyperry,"✔️ote #Yeson64! Let's rewrite our narrative California❗️

https://t.co/myS49evfEf by @dreamhampton",,08/11/2016 18:24,en,5865,1710
7.95838e+17,0.8590364,0.12961072,0.011352918,katyperry,If hell had a smell it would be used dental floss and earring backs. 😷,,08/11/2016 04:00,en,14043,3524
7.95682e+17,0.004019052,0.25788635,0.73809457,katyperry,My name is 🐶 Nugget 🐶 and I approve this message. GO ✔OTE❗Find out where: https://t.co/rL2nZQ97cd https://t.co/qgoUYddQaC,,07/11/2016 17:38,en,20789,6894
7.95447e+17,0.49948806,0.40714055,0.093371466,katyperry,"Want niche? Inside jokes? Mega Meta? Think ur the only 1 thinking the demented way ur thinking? Go see ""Oh Hello"" on Broadway &amp; find ur ppl.",,07/11/2016 02:06,en,13539,2935
7.95143e+17,0.0032154592,0.25417465,0.74260986,katyperry,HILL-ADELPHIA FTW! In less than 3 days be apart of HISTORY and make #HERstory 🇺🇸 #november8th… https://t.co/pNV46unbxj,,06/11/2016 05:56,en,9067,2363
7.94693e+17,0.08204764,0.8374504,0.08050206,katyperry,omg idk this is totes my vocab https://t.co/WEYhIPxB4Q,,05/11/2016 00:09,en,9741,2601
7.94393e+17,0.0070256894,0.6808798,0.31209448,katyperry,Done with my 🎄Christmas🎄shopping ✔️ https://t.co/wW8n4SirXx,,04/11/2016 04:16,en,9944,2360
7.9358e+17,0.0067190146,0.15077995,0.842501,katyperry,AYE! 📲 Text ROAR to 47246 to score free 🎟 to see me &amp; @HillaryClinton this Saturday in PHILLY! (I'll be the one singing 🎤) #LoveTrumpsHate❤️,,01/11/2016 22:25,en,11256,2982
7.93193e+17,0.7647588,0.19424772,0.04099352,katyperry,Welp. The airline lost my luggage so I guess I'll just wear my tracksuit for Halloween 💁🏻 Now THAT'S scary. 🎃,,31/10/2016 20:47,en,17972,4088
7.93193e+17,0.7647588,0.19424772,0.04099352,TheEllenShow,I hope you all have a very Happy Halloween! #EmojiExploji https://t.co/f4m6mtmGYF,,31/10/2016 20:47,en,2922,470
7.93161e+17,0.044674624,0.87013495,0.085190475,katyperry,"🎃MY FAM &gt; YOUR FAM🎃

I have roots from both Santa Barbara and Arkansas (think Appalachian… https://t.co/lOfgWsoS09",,31/10/2016 18:42,en,8049,2351
7.93161e+17,0.044674624,0.87013495,0.085190475,ArianaGrande,glad we're still alive today @andylassner  https://t.co/pIgL5OsD0f,,31/10/2016 18:42,en,24565,7962
7.93151e+17,0.67816526,0.2999718,0.021862956,katyperry,@PrismsPerry like I work on myself so I can be better for me and you ❤️,,31/10/2016 18:01,en,3428,1291
7.93151e+17,0.67816526,0.2999718,0.021862956,katyperry,@perrysmic not really but sometimes I don't know my own strength 😔,,31/10/2016 18:00,en,2500,740
7.9315e+17,0.0049856994,0.15108623,0.8439281,katyperry,@focusonreid great get your Pantone book out,,31/10/2016 17:59,en,2240,619
7.93127e+17,0.0014324365,0.069323905,0.9292437,katyperry,"My fav combo of ppl all in one pic, I only roll with world changers❗️ https://t.co/oH37gAsO7c",,31/10/2016 16:24,en,6478,1684
7.92754e+17,0.0025679572,0.25927073,0.7381613,katyperry,Halloween 2k16 🇺🇸💯🙏🏼 https://t.co/vCweRxoeun,,30/10/2016 15:45,en,30840,9619
7.9262e+17,0.0009426251,0.027605694,0.9714517,katyperry,"Thanks @COVERGIRL for keeping everyone clean-cut and QT at Hudson High, Home of the Poodles. 💋,… https://t.co/Txo3zIPtBl",,30/10/2016 06:51,en,8386,1932
7.92539e+17,0.008354623,0.43403012,0.5576153,katyperry,"❤️BILL &amp; HILL 4EVA❤️ 
Hair, makeup &amp; prosthetics by: @TonyatAlterian makeup_man… https://t.co/kI4nL7EcMv",,30/10/2016 01:30,en,7635,1940
7.92539e+17,0.008354623,0.43403012,0.5576153,instagram,"A wrong turn down a dead end road leads to a childhood dream come true #TheWeekOnInstagram
https://t.co/TnpmdVvcQi",,30/10/2016 01:30,en,606,109
7.92258e+17,0.0043722335,0.31523964,0.68038815,katyperry,Having a little pre party before I take office #IMWITHME Cheers to… https://t.co/7SzIzrmwv0,,29/10/2016 06:54,en,8940,2163
7.91153e+17,0.008775515,0.4763626,0.5148619,katyperry,just went in the pit @kanyewest for my bday. 32 is lookin ⬆️,,26/10/2016 05:44,en,17671,4654
7.91099e+17,0.0010444912,0.0137321055,0.9852234,katyperry,GAVE MYSELF THE BEST BIRTHDAY PRESENT EVER BY VOTING TODAY❗️Wish hillaryclinton a Happy Birthday… https://t.co/F53ik6Tkg9,,26/10/2016 02:07,en,12150,3003
7.91e+17,0.0006565896,0.02018913,0.97915435,katyperry,Help me celebrate my birthday with the purchase of a lifesaving @UNICEF Inspired Gift! https://t.co/R2rSxS1rm7 🎂 #childrenfirst ❤️,,25/10/2016 19:35,en,30015,9456
7.91e+17,0.0006565896,0.02018913,0.97915435,YouTube,It’s #GuessThatVideo time! Who dis? 🐼 💨 https://t.co/mtcm81lzOV,,25/10/2016 19:33,en,906,141
7.90837e+17,0.09800006,0.81589663,0.08610328,katyperry,@wtfkates yeah but 32 is 23 backwards so 🍷,,25/10/2016 08:48,en,6039,2114
7.90836e+17,0.25479156,0.687887,0.057321485,katyperry,@sella_sandra also this is real and not an edit I can tell by the icing I'm so proud of u,,25/10/2016 08:43,en,3809,1041
7.90836e+17,0.25479156,0.687887,0.057321485,katyperry,@greg_wells go to bed dad,,25/10/2016 08:42,en,3281,838
7.90835e+17,0.009571058,0.3635139,0.62691504,katyperry,@KatyCute_  nugget❗️,,25/10/2016 08:40,en,3209,839
7.90832e+17,0.00331865,0.017141597,0.97953975,katyperry,Aw. You made me cry. Love you fam. ❤️ https://t.co/UBITydazRs,,25/10/2016 08:27,en,15950,5690
7.90831e+17,0.009631243,0.1146213,0.87574744,katyperry,@cynthialovely you're clever,,25/10/2016 08:21,en,2509,669
7.90811e+17,0.0035371438,0.1294372,0.8670257,katyperry,Dope s/o 🙌🏼 https://t.co/d4sYO5oxQr,,25/10/2016 07:04,en,13002,4276
7.90356e+17,0.14189745,0.8019588,0.056143746,katyperry,When you go dorm to dorm for @HillaryClinton @unlv: https://t.co/QhpekuVTur,,24/10/2016 00:56,en,9496,2364
7.90089e+17,0.67923546,0.2963465,0.024418112,katyperry,tap it if you're nasty @ UNLV Campus https://t.co/vDHH4kAVLO,,23/10/2016 07:13,en,7613,1836
7.90084e+17,0.007025443,0.22935392,0.7636207,katyperry,@radiantjareau so qt,,23/10/2016 06:54,en,2348,548
7.90084e+17,0.007025443,0.22935392,0.7636207,katyperry,@KatyCute_ this edit lol,,23/10/2016 06:54,en,2261,554
7.90081e+17,0.20874938,0.706885,0.08436564,katyperry,@sella_sandra my birthdays soon💅🏼,,23/10/2016 06:43,en,2429,697
7.90081e+17,0.20874938,0.706885,0.08436564,katyperry,@KpCatt @HillaryClinton next level,,23/10/2016 06:43,en,2058,510
7.9008e+17,0.08690711,0.8337428,0.07935013,katyperry,@perrysoldier Welcs ho,,23/10/2016 06:37,en,1972,488
7.90078e+17,0.29255226,0.5628297,0.14461805,katyperry,@lillysgomez @lucycowell14 not for long👋🏼,,23/10/2016 06:31,en,1866,468
7.90078e+17,0.29255226,0.5628297,0.14461805,katyperry,"@perrysoldier make fun of me now, thank me later 💅🏼",,23/10/2016 06:29,en,1953,526
7.90077e+17,0.3881354,0.5758043,0.03606031,katyperry,@katycatSWEDEN album artwork,,23/10/2016 06:27,en,2012,591
7.90077e+17,0.3881354,0.5758043,0.03606031,katyperry,@perryicecream always in October,,23/10/2016 06:26,en,1886,519
7.90077e+17,0.3881354,0.5758043,0.03606031,katyperry,@johnlordperry tears of my doubters,,23/10/2016 06:24,en,2167,747
7.90014e+17,0.093537994,0.8425484,0.06391363,katyperry,@xamyrosex knock knock,,23/10/2016 02:15,en,1883,551
7.90003e+17,0.0011788225,0.05558597,0.9432353,katyperry,Using our voices ❤️🙌🏼 https://t.co/FvX6dfl7lJ,,23/10/2016 01:32,en,12775,4377
7.90001e+17,0.08702793,0.8650743,0.04789777,katyperry,Link up link up link up: https://t.co/5pUZVKW9qZ @tyleroakley,,23/10/2016 01:26,en,6435,1533
7.90001e+17,0.08702793,0.8650743,0.04789777,katyperry,clique/tribe/fam https://t.co/7BNHSC5cLx,,23/10/2016 01:23,en,4973,1235
7.9e+17,0.0119576575,0.33010173,0.6579407,katyperry,@wtvrlara omg let me live I'm out preaching the good news bb,,23/10/2016 01:22,en,1773,557
7.9e+17,0.0119576575,0.33010173,0.6579407,katyperry,Just like a casual FYI 💁🏻 https://t.co/wJti7E2bWH,,23/10/2016 01:20,en,5482,1337
7.9e+17,0.0119576575,0.33010173,0.6579407,katyperry,@katycatwendy I had to get relatable bb  💁🏻,,23/10/2016 01:19,en,1721,530
7.89998e+17,0.7040416,0.26642707,0.029531388,katyperry,Ain't no messing with my nasty woman click ❗️ https://t.co/zcJFP06EYy,,23/10/2016 01:14,en,7261,1700
7.89998e+17,0.7040416,0.26642707,0.029531388,jtimberlake,Cutest one yet. #AskATroll. (And the answer is YES 🙌) https://t.co/YUroO0jlU5,,23/10/2016 01:12,en,1939,350
7.89996e+17,0.7374587,0.24170911,0.020832185,katyperry,RT if ur nasty  https://t.co/fMtOHV5crN,,23/10/2016 01:05,en,12299,6122
7.89928e+17,0.005466828,0.28226575,0.7122674,katyperry,I'm bringing the glitter...and the knowledge❗👊🏻 https://t.co/t1wnM9v4MN https://t.co/le95tNIEhi,,22/10/2016 20:35,en,6665,1850
7.896e+17,0.0010098002,0.01336292,0.9856273,katyperry,I love when everything starts to align for transformation time...✨,,21/10/2016 22:52,en,15347,5747
7.89574e+17,0.29526,0.63150924,0.0732308,katyperry,"Well, guess this means it's time to get out of my tracksuit...👗 https://t.co/Rl9cSQWlLv",,21/10/2016 21:08,en,7732,2299
7.89331e+17,0.0014664582,0.06439763,0.9341359,katyperry,@beatsbydre bravo on this timing 🙌🏼,,21/10/2016 05:02,en,2049,640
7.89257e+17,0.0008008087,0.018371498,0.9808276,katyperry,HAPPY BIRTHDAY PEPPERONI (also this is legit how I speak to nugget) https://t.co/wCCkHWQKPm,,21/10/2016 00:06,en,6926,1770
7.88976e+17,0.0018882876,0.08555342,0.91255826,katyperry,MAKE LYRICS GREAT AGAIN❗️cc Max Martin &amp; Shellback,,20/10/2016 05:30,en,10711,3771
7.88935e+17,0.0044067395,0.12934591,0.86624736,katyperry,Ok back to the studio for me. 2017 is gonna tight af. 🔥,,20/10/2016 02:49,en,18288,7599
7.88934e+17,0.03528076,0.80148095,0.16323832,katyperry,Where's the after party🍷 @chelseahandler @sallykohn @SarahKSilverman @BetteMidler @shannonwoodward @getglucky,,20/10/2016 02:44,en,5372,1144
7.88933e+17,0.38433358,0.58925265,0.026413778,katyperry,@shannonwoodward he didn't go down to the people,,20/10/2016 02:41,en,1734,526
7.88933e+17,0.38433358,0.58925265,0.026413778,Twitter,"The biggest moments, Tweets, and topics on Twitter from the third and final presidential #debate. https://t.co/iUJGTFFusn",,20/10/2016 02:39,en,478,184
7.88932e+17,0.59486,0.35405684,0.05108311,katyperry,Someone count how many times he is clenching his jaw as she speaks. Crazy. #debates,,20/10/2016 02:35,en,6801,1518
7.8893e+17,0.033858903,0.5050704,0.46107078,katyperry,RT if you're already preparing a seat at the table for @HillaryClinton 🙌🏼,,20/10/2016 02:30,en,12567,4357
7.8893e+17,0.033858903,0.5050704,0.46107078,instagram,A cleverly composed group shot highlights the best way to spend #WHPfreetime — hanging with friends https://t.co/tYcUnhossa,,20/10/2016 02:30,en,653,111
7.88929e+17,0.0041504703,0.50178134,0.4940682,katyperry,@HillaryClinton Scorpio season is coming ✨ https://t.co/ME2n0IQnoB,,20/10/2016 02:26,en,1884,626
7.88928e+17,0.0033021253,0.07962711,0.9170708,katyperry,@shannonwoodward im sleep watching,,20/10/2016 02:21,en,1506,469
7.88928e+17,0.0033021253,0.07962711,0.9170708,katyperry,"@cher don't worry, honestly you can get back in the tub if you like, she's got this. ❤️ https://t.co/UqUfQ9OYm8",,20/10/2016 02:21,en,1961,664
7.88927e+17,0.0013917477,0.038997483,0.9596107,katyperry,screenshots are forever ❤️ https://t.co/3NNVHJ1d6b,,20/10/2016 02:15,en,5642,1714
7.88926e+17,0.043612275,0.89708495,0.05930278,katyperry,"I'm over it, been over it  https://t.co/9uFec9dyok",,20/10/2016 02:14,en,4243,1094
7.88926e+17,0.043612275,0.89708495,0.05930278,katyperry,Cab or Malbec 🍷?! https://t.co/LEqlhvO6hl,,20/10/2016 02:12,en,4002,944
7.88926e+17,0.043612275,0.89708495,0.05930278,cnnbrk,"Donald Trump refuses to say he would accept the result of the election: ""I will look at it at the time.""  https://t.co/eC46jKyPmz",,20/10/2016 02:13,en,941,714
7.88922e+17,0.018571649,0.26484182,0.7165865,katyperry,CELEBRATE OUR DIVERSITY AND LIFT PEOPLE UP🙏🏼 @HillaryClinton,,20/10/2016 01:57,en,6448,1779
7.8892e+17,0.106769085,0.72320616,0.17002475,katyperry,THAT TIMELINE 🎤⤵️🔥 @HillaryClinton,,20/10/2016 01:51,en,5253,1422
7.88919e+17,0.4019992,0.49243093,0.10556982,katyperry,No! 1. It's not happening and 2. Always stay and peacefully protest.  https://t.co/3bYoUbOh1g,,20/10/2016 01:45,en,4086,1040
7.88918e+17,0.010419048,0.26622078,0.7233601,katyperry,@rejectedjokes this was worth the double tweet,,20/10/2016 01:42,en,1179,363
7.88917e+17,0.23580752,0.7133168,0.050875656,katyperry,covergirl #ad  https://t.co/seJck6KQUf,,20/10/2016 01:37,en,3783,917
7.88917e+17,0.23580752,0.7133168,0.050875656,katyperry,He doth protest much... https://t.co/pIbxvqtl0E,,20/10/2016 01:35,en,4043,984
7.88916e+17,0.049577147,0.34061468,0.6098082,katyperry,My favorite mic drop so far 🎤⤵️ https://t.co/NBdRJt78Jy,,20/10/2016 01:34,en,6158,1811
7.88916e+17,0.049577147,0.34061468,0.6098082,katyperry,OMG THE PUPPET MEMES #DEBATES IM SCREAMKNG,,20/10/2016 01:32,en,5435,1451
7.88913e+17,0.05092325,0.48171908,0.46735775,katyperry,"She said ""he should meet in real life!"" Lol!  https://t.co/zBO9mHZUSI",,20/10/2016 01:21,en,3341,810
7.88912e+17,0.0035751902,0.028747182,0.96767765,katyperry,Tweet of the night.   https://t.co/uBojPBsb5s,,20/10/2016 01:17,en,5586,1869
7.88912e+17,0.0035751902,0.028747182,0.96767765,katyperry,YES I LOVE THAT WE ARE GETTING INTO REAL ISSUES EVEN UNCOMFORTABLE ONES❗️#debates,,20/10/2016 01:16,en,6024,1454
7.8891e+17,0.016286684,0.10632386,0.87738943,katyperry,@SarahKSilverman man? lol. baby!,,20/10/2016 01:11,en,1218,385
7.8891e+17,0.016286684,0.10632386,0.87738943,katyperry,@jonlovett tru. Baby's back.,,20/10/2016 01:10,en,1201,367
7.8891e+17,0.016286684,0.10632386,0.87738943,katyperry,I love when she lays out the rules like the boss she is #debates,,20/10/2016 01:08,en,5896,1472
7.88909e+17,0.73498726,0.22869651,0.03631625,katyperry,MY WHITE ANGEL @HillaryClinton,,20/10/2016 01:05,en,6697,1901
7.88909e+17,0.73498726,0.22869651,0.03631625,katyperry,@rejectedjokes why didn't we plan an after party,,20/10/2016 01:04,en,1138,363
7.88909e+17,0.73498726,0.22869651,0.03631625,katyperry,@chelseahandler I'm gonna miss these online hangs,,20/10/2016 01:03,en,1185,376
7.88908e+17,0.17483167,0.6224863,0.20268202,katyperry,YOU GOT THIS @HillaryClinton #DEBATES https://t.co/IZgi0yL9T2,,20/10/2016 01:01,en,8949,2195
7.88908e+17,0.17483167,0.6224863,0.20268202,YouTube,"[LIVE] It's the last #debatenight of 2016. Watch now, and #voteIRL on Election Day: https://t.co/L1DeEcRbSy https://t.co/Xpys2rQewd",,20/10/2016 01:00,en,539,135
7.88908e+17,0.17483167,0.6224863,0.20268202,Twitter,"The #debate is LIVE on Twitter.

Watch the action unfold.👇
https://t.co/l2fPw8j3O6",,20/10/2016 01:00,en,625,412
7.88904e+17,0.003104697,0.13505167,0.86184365,katyperry,Just got out of therapy and had a mindful meditation. I AM READY FOR THE #DEBATES,,20/10/2016 00:46,en,6331,1503
7.8857e+17,0.3757634,0.490499,0.13373753,katyperry,"S/O to my A&amp;R gal @getglucky for this defining quote ""You can be too arty and lose your audience or you can be too charty and lose your art""",,19/10/2016 02:38,en,10823,2771
